name,alias,type,id,notes
stone knights,stone knight,creature,813,"Guardians of the forest Sanctuary. Wielders of the Stone Greataxe, requiring inhuman strength.; Magically animated stone golems serving as guardians of the forest sanctuary. Noted for their oppressive weight and durability.; moss-covered and magical.; Animated stone warriors who protect the Darkroot Garden; Guardian of Darkroot Garden; created by ancient magic (Item ID 1162); Magically created defender of the Darkroot Garden. Wears moss-covered armor imbued with magic."
bleeding,bleed,effect,814,A damaging status effect that causes rapid blood loss on repeated hits.; Status ailment that causes intense blood loss after repeated hits; deadly over time.; Status effect causing blood loss; effective with claws and certain hammers.
blessing,blessed,effect,815,Magical enhancement or divine protection granted to weapons or beings.
dark,,effect,816,Elemental or moral alignment tied to the Abyss and its corrupted forces.; Terrible power sealed within New Londo.
abysswalker,,title,817,
dragons,dragon,creature,818,"their tails can be severed to form weapons of great power.; few true dragons remain after the dawn of fire.; remnants of the age before fire.; Ancient, powerful beings; Ancient beings of immense power; Mythical ancient beings; Once formidable enemies of knights; evoked strong emotions and caused great losses."
drake,,creature,819,Lesser kin of dragons; often hunted for their tails to forge weapons.
serpent man,serpent men,creature,820,Slithering creatures who serve as guardians of Sen's Fortress.; Inhabitants of Sen’s Fortress who imprison adventurers.
wolf,,creature,821,
arstor of carim,arstor,character,822,"Earl of Carim; creator of a curved sword capable of bypassing shield defenses.; Owner of the Purging Stone, linked to Carim."
chaos fire,,effect,823,"Wild, unstable fire born from the Witch of Izalith's corruption."
fire,,effect,824,Elemental power linked to chaos and destruction.; A cosmic force that introduced disparity and began the Age of Fire.; The metaphysical source of disparity. Its fading marks the end of the Age of Fire and the rise of the Age of Dark.
occult,,effect,825,Dark energy capable of harming divine beings; often used in forbidden rites.
earl of carim,,title,826,Title held by Arstor; associated with cursed and evasive weaponry.
lord of cinder,,title,827,Title borne by Gwyn after linking the First Flame.
witch of izalith,,title,828,"One of the original Lords; her failed flame ritual birthed chaos demons.; Ancient flame sorceress; mother of pyromancy; associated with Izalith Catalyst; A powerful figure who tried to recreate the First Flame, resulting in the Flame of Chaos and spawning the Daughters of Chaos.; Mother of Quelaag, associated with Chaos.; Attempted to duplicate the First Flame, resulting in the creation of the Bed of Chaos.; One of the original Lords who found a Lord Soul and birthed demons through failed replication of the First Flame.; One of the four beings whose soul is needed to fill the Lordvessel.; Quelana's mother, described as one of the primeval Lords who tried to recreate the First Flame and failed."
chaos demons,,creature,829,Twisted beings born of the Witch of Izalith’s failed flame ritual.; Faced by Black Knights; responsible for charring their armor (Item ID 1154)
ghosts,,creature,830,Spirits of the dead; can only be harmed by cursed weapons.; Dangerous cursed beings haunting the ruins of New Londo.
capra demons,,faction,831,Lesser demons that use dual heavy blades; associated with brutality and raw strength.
knights of berenike,berenike knights,faction,832,"Knight known for using an enormous tower shield. Used for comparison in Black Iron Greatshield description.; known for heavy armor (Item ID 1160); User of the Tower Shield; Group of heavily armored warriors; wield gigantic greatswords with brute force.; Renowned for their heavy armor. Many went Undead and Hollow, becoming dangerous foes in Lordran.; Heavily armored knights who became Undead and went Hollow after venturing to Lordran."
black knights,,faction,833,Elite undead warriors; former soldiers of Gwyn; now wander Lordran facing chaos demons.; Undead knights who once served Gwyn; now roam Lordran facing demons of chaos.; Burned knights who followed Lord Gwyn to link the Fire. Now haunt Lordran as disembodied spirits.
painting guardians,,faction,834,Protectors of the painted world in Anor Londo; wield unique curved swords with dance-like technique.
servants of gravelord nito,servants,faction,835,Followers of the first of the dead; wield bone-crafted swords that exude miasma.
eastern land,eastern lands,location,836,Mystical region famed for curved blades and katana craftsmanship.; Region known for its katana masters and unique weapon techniques like Iaijutsu.; Homeland of the spooks who favor mobility over defense and resist bleeding and poison.; Region known for slash-heavy combat. Origin of the exquisitely crafted Eastern Helm.
lordran,,location,837,The kingdom where the Chosen Undead’s journey begins; filled with fallen legends.; Origin of the Caduceus Round Shield; home of giant trees descended from archtrees; Region where multiple shields were crafted; linked to ancient archtrees (Item ID 1147); linked to ancient archtrees (Item ID 1156); The destination of the Undead mission. Associated with gods and divine missions from the Way of White.; Region where Titanite Chunks were discovered.; The land of the Ancient Lords; destination of the chosen Undead’s pilgrimage.; Accursed land where Undead travel seeking answers or fate.
old church,,location,838,"An old place of worship near Undead Parish; home to Andre of Astora, the blacksmith.; Located behind the Undead Church; home to Andre the blacksmith."
undead church,,location,839,Sanctified location above the Undead Parish; site of a Bell of Awakening and guarded by gargoyles.; One of the locations of the Bells of Awakening; reached by climbing ruins.
lightning,,effect,840,Elemental force channeled through divine weapons; forged by skilled blacksmiths.; Elemental force tied to gods and divine weapons; devastating against armored foes.
thrust damage,,effect,841,A piercing attack type; useful against armored foes; often bypasses defenses.
chaos demon,,creature,842,Mutated entity born from failed flame sorcery; tied to the legacy of Izalith.
ricard,,character,843,Undead Prince of noble origin; known for his monomythic journey and signature rapier techniques.
velka,,character,844,"Goddess of Sin; oversees pardons and retribution; her followers wield enchanted weapons.; Associated through role, affiliation, or usage by a talisman that uses intelligence instead of faith; Divine figure associated with sin and salvation. Pardoners serve her and wear symbolic black garments imbued with her power.; Goddess associated with sin and sacrificial rites. Creator of the Ring of Sacrifice.; Black-haired rogue deity who defines and punishes sin. Associated with miracles such as Karmic Justice and Vow of Silence.; Oversees the Book of the Guilty and tracks players who have sinned."
goddess of sin,,title,845,"Divine title of Velka, punisher of the guilty and granter of pardons."
undead prince,,title,846,"Noble title referring to Ricard, who became undead during a fateful journey."
taurus demons,,faction,847,Massive horned demons; often seen wielding crude weapons and guarding castle walls.
undead merchant,,faction,848,Cunning peddler found in Undead Burg; sells reinforced but unstable weapons.
way of white,,faction,849,Cleric faith promoting miracles and holy warriors; weapons are often blessed.; Clerical faith of the Undead; grants holy weapons and titles such as Paladin.; Holy order associated with undead paladins and divine weapons such as Sanctus.; Holy order known for warrior clerics and the first undead mission. Their followers are unyielding in battle.
clerics,cleric,faction,850,"often wield blunt weapons and serve faith-based factions.; Original custodians of the rite of Kindling.; Holy warriors or miracle users; Users of miracles who channel divine tales through prayer, including Heal and Great Heal.; Religious warriors tasked with divine missions such as Kindling. Frequently targeted or ridiculed by Patches for perceived self-righteousness."
giant blacksmith,,character,851,forges lightning-based weapons safely with wood.; Enormous craftsman residing in Anor Londo; Giant blacksmith who crafted Lightning Bolts; resides in Anor Londo and follows specifications of ancient warriors.
havel the rock,havel,character,852,"wielder of the indestructible Dragon Tooth; Also known as Havel the Rock; resists flame and magic.; Owner of Havel's Greatshield; shield cut from stone and imbued with Havel's magic (Item ID 1163); Notorious warrior known for using heavy rock armor. His followers share his tenacity and resilience.; Old battlefield compatriot of Lord Gwyn, referenced in Havel's Ring.; An old battlefield ally of Lord Gwyn, known for his hatred of magic and the miracles he devised to resist it, including Great Magic Barrier."
north undead asylum,,location,853,Prison and birthplace of the Chosen Undead; later occupied by lesser demons.
dragonslayer,,title,854,"Title held by Ornstein, known for piercing dragon hide with lightning-charged spear."
four knights,,title,855,Elite warriors who served Gwyn directly; included Ornstein and Artorias.
blacksmith,,title,856,Master craftsmen like Andre and Vamos who forge and reinforce weapons.
batwing demons,,faction,857,Flying chaos demons found in Anor Londo; wield enchanted weapons imbued with lightning.
channelers,,faction,858,Six-eyed sorcerers who serve Seath; use tridents and abduct humans for experimentation.; Sorcerers who serve Seath the Scaleless. Travelled to distant lands for human specimens.
giant sentinels,,faction,859,"Massive defenders of Anor Londo; wield brass halberds infused with lightning.; Massive guardians of Anor Londo clad in brass armor, extremely heavy for humans."
butterfly,,creature,860,"Reference to the Moonlight Butterfly, a magical creature created by Seath."
spooks,,creature,861,Stealthy assassins from the Eastern land; favor claws and bleeding effects.; Espionage agents from an Eastern land. Wield martial arts and wear cloth armor designed for stealth.
titanite demon,,creature,862,Faceless stone creature born of titanite; wields enchanted polearms with leaping attacks.; Faceless stone beast from whom Demon Titanite is stolen.
magic,,effect,863,Arcane power used by sorcerers like Seath; enhances weapons and spells.
chaos flame,,magic,864,Source of pyromancy; engulfed Izalith
dragonslayers,,group,865,"Group led by Hawkeye Gough, known for using the Dragonslayer Greatbow.; Group led by Hawkeye Gough, specializing in dragon hunting with greatbows and spear-like arrows."
eidas,,character,866,Craftsman of Avelyn; created ornate repeating crossbow
great swamp,,location,867,"Home of pyromancers who use the Pyromancy Flame.; Natural region where pyromancers dwell. Harsh environment requiring resistance to poison, fire, and nature.; Origin of many pyromancies, home to the pyromancer tradition and beings like Salaman and Eingyi.; A place associated with grime and pyromancy, mentioned in relation to Eingyi’s condition."
izalith,,location,868,"Linked to the Witch of Izalith and origins of pyromancy.; Lost city associated with Chaos Flame Ember.; Described as a legendary ruined city beneath the Fair Lady's domain, home to the Flame of Chaos."
oolacile,,location,869,"A lost land known for gentle sorceries.; Former magical kingdom. Home of Dusk and origin of the Antiquated Set, imbued with ancient magic.; An ancient land known for sorceries that manipulate light, such as Hidden Weapon and Cast Light.; An ancient, lost land known for sorceries that manipulate light and the Abyss; associated with madness and humanity.; Lost land linked to enchanted ember and sorcery.; Place of origin for the vine on the Broken Pendant; source of ancient magic.; City that brought the Abyss upon itself by disturbing the grave of primeval man.; Dusk’s homeland, long destroyed. Once a place of unique sorceries and ancient knowledge.; Mentioned multiple times as the domain of sorceries and as a place afflicted by the Abyss."
pharis,,character,870,Heroic archer associated with the Black Bow of Pharis.; Legendary human archer ranked alongside Hawkeye Gough. Known for broad-brimmed hat and high popularity.
vinheim dragon school,vinheim,location,871,"Prestigious academy of sorcery; associated with standard catalysts; Renowned magical academy where proper sorcerers study. Associated with discipline and formal dress codes.; Institution for sorcery training. Multiple rings originate from sorcerers of this school.; A renowned school of sorcery where apprentices become full sorcerers. Known for spells like Great Soul Arrow and advanced enchantments.; A city governed effectively by the Dragon School, where secretive sorcery and covert agents operate.; Region of the magic blacksmiths.; Identified as Rickert’s homeland and also the origin of Big Hat Logan and the Dragon School of sorcery.; Mentioned by Rickert as his homeland, known for its sorcery and crafting tradition."
thorolund,,place,872,"Region known for its high-ranking clerics; origin of the Thorolund Talisman; Region where the Way of White priests reside. Associated with religious hierarchy and clerical traditions.; Stated by Reah to be her place of origin.; The homeland of Vince, who travels with Nico and M'lady on a holy mission."
catacombs necromancer,catacombs necromancers,character,873,Wields the Skull Lantern; connected to Tomb of the Giants
great stone archtrees,archtrees,entity,874,"Described as ancient ancestors of giant trees in Lordran; influence shield crafting (Item ID 1147); Colossal, ancient trees that populated the world during the Age of Ancients."
mountain bandits,,group,875,Associated with the Spider Shield; shield has poison resistance (Item ID 1149)
darkwraith kirk,knight of thorns,character,876,Owner of the Spiked Shield; shield causes bleeding and can be used offensively (Item ID 1150)
catarina,,region,877,Region associated with knights who use the Pierce Shield (Item ID 1155)
great stone archtrees,archtrees,entity,878,Described as ancient ancestors of giant trees in Lordran; influence shield crafting (Item ID 1156)
bell of awakening,bells of awakening,object,879,"Guarded by a gargoyle in the Undead Church (Item ID 1158); Two bells that must be rung to trigger a mysterious event; one above, one below."
lord's hunters,,group,880,Group associated with the use of red feather arrows for long-range sniping.
covenant of gwyndolin,,group,881,Covenant bound to Dark Sun Gwyndolin; grants access to Moonlight Arrows and related magic.
followers of the occult,occult followers,group,882,Group that attempted to overthrow the gods by stealing the power of Gravelord Nito. Associated with the Effigy Shield.
undead paladin,,character,883,Unnamed paladin granted the Sanctus by the Way of White. Once blessed by a white flame.
forest sanctuary,,location,884,Forest area guarded by stone knights and inhabited by scarecrows. Source of several unique weapons.
scarecrows,,group,885,Wooden serfs of the forest Sanctuary who wield the Four-pronged Plow.
knights of catarina,catarina knights,group,886,Known for their distinctively shaped armor often mocked as onion-like. Associated with Catarina region.
brigands,,group,887,Mountain raiders who attack travelers. Wear light armor for mobility and recognition in combat.
cathedral of anor londo,,location,888,"Sacred structure in Anor Londo. Protected by Smough, the Executioner."
goddess fina,,character,889,Divine figure worshipped by Lautrec. Her embrace is symbolized in the Armor of Favor.
zena,,location,890,"Ancient land and birthplace of Domhnall. Associated with wisdom, glory, and exploration."
hollowed knight,,creature,891,Undead knight partially crystallized. Wears Crystalline armor granting high defense.
sealers of new londo,sealers,group,892,Group of sorcerers who sealed away the Darkwraiths and the Four Kings by flooding New Londo. Known for crimson attire and healing origins.; Figures who flooded New Londo to contain the Dark.
velka's pardoners,pardoners,group,893,"Clerics who serve Velka, listening to confessions and urging salvation. Wear black robes with mystical resistance."
thorns armor,armor of thorns,item,894,Set of spiked armor worn by Kirk. Damages enemies upon rolling. Symbolic of his violent nature.
pyromancers of the great swamp,pyromancers,group,895,Practitioners of pyromancy from the Great Swamp. Their rugged attire reflects the harshness of their homeland.
great paintings of ariamis,,item,896,Mythic artwork guarded by the Painting Guardians in Anor Londo. Its origin and purpose are long forgotten.
way of white priests,,group,897,Clerical figures of the Way of White from Thorolund. Distinguished by position and rituals of spiritual purification.
fire keeper,ash maiden,character,898,"Mysterious maiden stationed at Firelink Shrine. Associated with the Dingy Set, fire, and sacrifice.; Tends to bonfires, linked to Estus Flasks.; Her soul contains swarms of humanity and is linked to the Firelink Shrine.; Corporeal manifestation of her bonfire, draws humanity, and her soul is gnawed by infinite humanity.; Mute woman tasked with maintaining the bonfire; possibly mutilated as a religious martyr."
traveling maidens,,group,899,Women of faith known for wearing white attire. Their garments are ceremonial and offer little protection.
mausoleum of the spiral depths,,location,900,Chamber deep in Anor Londo where Dark Sun Gwyndolin resides and initiates the Blades of the Darkmoon.
daughters of chaos,,group,901,"Sisters transformed by the Flame of Chaos. Quelana is one of them, tied to the origin of pyromancy.; Descendants of the Witch of Izalith, known for summoning chaotic flames and challenging ancient dragons.; Group served by Eingyi, linked to Flame of Chaos.; The children of the Witch of Izalith, some of whom became demons."
hollow thieves,hollow thief,creature,902,"Undead enemies who rely on stealth and agility, wearing leather gear to suppress noise."
hollow warriors,hollow warrior,creature,903,"Undead enemies wearing old and tattered gear, formerly human soldiers."
undead man-eating cook,,creature,904,"A bloodstained enemy lurking in the Depths, associated with the patchwork sack item. Possibly a hostile humanoid enemy with cannibalistic traits."
ancient god,,character,905,"Referenced in the Symbol of Avarice item. Once a god, now symbolized by the monstrous mimic-head helmet. Associated with shame and avarice."
pinwheel,necromancer,character,906,"Necromancer who stole the power of the Gravelord and reigns over the Catacombs. Associated with three masks representing father, mother, and child."
fang boar,,creature,907,Fully-armored beast slain and decapitated by the player. Its head can be worn as a helm. Associated with ancient dragon hunting rituals.
secret sorcerers,,group,908,A group of clandestine mages at Vinheim Dragon School who specialize in sound-based sorceries and operate in secrecy.
oolacile resident,,creature,909,"Victim of Manus's dark influence, transformed into a bloated head-form with multiple eyes."
oolacile sorcerer,,creature,910,A resident of Oolacile whose humanity went wild; the enchanted bloated head suggests sorcerous origin.
allfather lloyd,,character,911,Uncle to Lord Gwyn and patron of the Way of White. Referenced in the White Seance Ring.; Shown on the Gold Coin; revered figure associated with cleric knights known for undead hunts.
head bishop of the way of white,,character,912,High religious figure in Thorolund. Entrusted with divine ring. Guardian of law and caste.
flame god flann,,deity,913,Husband to Gwynevere. Mentioned in the Ring of the Sun Princess.
evil eye,,creature,914,Dark beast that assaulted Astora. Said to be bound within the Ring of the Evil Eye.
fina,goddess of fateful beauty,deity,915,Goddess who grants favor and protection. Revered in legends and symbolized by her ring.
lord gwyn's firstborn,gwyn's firstborn,character,916,"Unnamed god of war, once revered but later forgotten. Associated with the Ring of the Sun's Firstborn.; Once a god wielding sunlight lightning, later stripped of his deific status. Left the miracle Sunlight Blade as a final farewell on his father’s coffin."
yulva,,character,917,"A red-robed sorceress and one of the Sealers of New Londo. Uses healing sorcery like Remedy, and may have returned to Blighttown."
salaman,the master pyromancer,character,918,A renowned pyromancer who believed in the adoration of fire; associated with the Great Fireball spell.; Mentioned by Quelana as a former pupil who became known as Salaman the Master Pyromancer.
carmina,,character,919,A pyromancer who emphasized the inner self and pioneered new pyromantic techniques such as Iron Flesh and Power Within.
flame of chaos,,concept,920,"A twisted flame created by the Witch of Izalith, capable of melting stone and birthing chaotic fire magic.; A powerful flame watched over by the Molten Giant in the ruins of Izalith.; A power source implied to be connected to ruins beneath Izalith; indirectly referenced through Eingyi previously.; Described by Quelana as the result of her mother, the Witch of Izalith, failing to control a flame derived from the First Flame."
first flame,,concept,921,"The original source of fire in the world; the Witch of Izalith attempted to recreate it, causing the Chaos Flame.; Primordial flame linked by Gwyn; source of power for the gods.; Source of the Witch of Izalith's power; considered a primordial power."
gods,,group,922,Divine beings whose tales are invoked to cast miracles by clerics.
blades of the darkmoon,darkmoon blade knights,group,923,"A covenant of warriors who serve the Darkmoon, fighting for justice and retribution.; Knights who serve Gwyndolin and punish the guilty.; A covenant established by Gwyndolin; members hunt enemies of the Lords."
hollow,,creature,924,Undead who have lost their mind.; A state Undead fall into over time; referenced as a condition tied to soul-seeking.
old man mcloyf,,character,925,Depicted on the Copper Coin as the god of medicine and drink.
church,,organization,926,Institution that hid the forbidden Dark Ember.
legendary slabs,,object,927,"Powerful reinforcement materials, heirlooms of the Gods.; Powerful materials used to reinforce weapons; said to be the domain of the Gods."
divine blacksmith,nameless blacksmith deity,character,928,"Divine being who forged legendary weapons for the Gods.; Divine being who forged weapons for the Gods using Legendary Slabs.; An unnamed blacksmith associated with divine embers and weapon crafting, possibly legendary."
ancient dragons,ancient dragon,creature,929,"Source of dragon scales; deeply tied to their power.; A rumored surviving dragon, served by a coterie of Undead training to become dragons themselves."
apostles of the ancient dragons,,organization,930,Transcendent seekers who seek the perpetuity of the ancient dragons.
grave of artorias,annex in painted world of ariamis,location,931,Sacred place sealed by crest and sought by adventurers.
maidens,,character,932,Countless imprisoned women once held in the Archive Tower.
annex,,location,933,Storage-like section in the Painted World of Ariamis.
mysterious knight,,character,934,Figure who dropped a corpse with a key into a dungeon cell.
chosen undead,,character,935,"Undead pilgrim carrying Big Pilgrim’s Key.; Bearer of the Lordvessel, destined to succeed Lord Gwyn."
pilgrimage,,event,936,Fateful journey of the Chosen Undead.
kindling,,ritual,937,"Sacred rite that increases Estus recovery; once clerical, now performed by Undead.; A rite used by clerics to feed bonfires, enhancing their power. Tied to Catacombs.; The art of feeding bonfires; pursued by young clerics venturing into the Catacombs.; The act of feeding bonfires with humanity to obtain great power. Tied to clerical missions and divine purpose."
age of ancients,,era,938,"The primordial period in the Dark Souls universe, described as formless and shrouded in fog."
everlasting dragons,,race,939,Ancient beings with immortal stone scales that dominated the Age of Ancients.
disparity,,concept,940,"The division of concepts (heat and cold, life and death, light and dark) introduced with Fire."
furtive pygmy,,character,941,A forgotten being who found the Dark Soul and is said to be the ancestor of humanity.
age of fire,,era,942,"The current age begun by the Lords after their victory over the dragons.; The age sustained by Gwyn's linking of the Fire. Characterized by order, light, and the rule of the gods."
juniper,,unknown,943,Possibly an idiom or personal reference used humorously by Chester.
mushroom,giant mushroom,character,944,"Likely refers to Elizabeth, a large sentient mushroom found in Oolacile Sanctuary."
toothy serpent,,character,945,Mysterious manipulator that deceived Oolacile into disturbing the grave of the primeval man.
primeval man,,character,946,"Buried figure whose grave was upturned by Oolacile, inciting his wrath."
lord's blade,,title,947,Title claimed by Ciaran; implies a role or status within Lord Gwyn's circle.
crow,,creature,948,"Described carrying off a curled-up man, hinting at mystical transport."
godmother of pyromancy,,character,949,"Venerated figure in pyromancy, admired by a character who left for Blighttown."
m'lady,—,character,950,"A virtuous maiden accompanied by followers, likely clerics or pilgrims. Returns alone, implying something tragic happened."
remedician,—,character,951,A healer said to reside in New Londo; possibly an apparition or legend.
regal archives,—,location,952,"A location where Seath pursued forbidden research on immortality. Now a dangerous dungeon.; A site in Anor Londo, believed to contain profound sorcerous knowledge; sought by Logan.; Mentioned by Griggs as a destination he wishes to reach to earn Logan’s recognition."
crystal golem,—,creature,953,A creature that imprisoned Dusk in a distorted plane.
oolacile sorceries,—,concept,954,"An older form of magic considered imprecise and approximative, contrasted with modern sorcery."
our fair lady,fair lady,character,955,"Revered by Eingyi. A central figure he serves and protects, associated with kindness and suffering.; Mentioned by Eingyi in a plea, indicating a personal connection and concern for her safety."
molten giant,,creature,956,"A guardian of the Flame of Chaos in the ruins of Izalith, mentioned by Eingyi."
blightpus,,object,957,"A deadly substance that the Fair Lady consumed to aid Eingyi, against Quelaag's orders."
primeval human,['ancient beast'],creature,958,Described as a horrifying force responsible for abducting Princess Dusk and spreading the Abyss.
firelink chamber,[],location,959,"The chamber for the successor of Lord Gwyn, where the Lordvessel is to be placed."
the duke,[],character,960,Entity referenced by the Giantsmith as the source of a 'shiny' item used for forging.
dark of the abyss,the abyss,location,961,A consuming darkness threatening to devour the land of Oolacile; connected to Manus.
wood carving,,object,962,"An art cherished by Gough, who implies it is a form of nuanced craftsmanship."
logan's sorcery,,object,963,A set of advanced and heretical sorceries developed by Logan to pursue truth above all else.
dark sun,gwyndolin,deity,964,Title used by Gwyndolin to describe himself as the last son of Gwyn and guardian of his tomb.
guardian of the seal,,title,965,"Title held by Ingward, who watches over the Four Kings and protects the seal."
dark soul,[],concept,966,A unique fourth soul found by the progenitor of humanity after the advent of Fire. It is associated with humans and the Age of Dark.
age of dark,['age of men'],era,967,The age destined to follow the fading of the First Flame. Associated with humanity and the Dark Soul. Supported by Kaathe.
maiden thorolund,,character,968,A cleric stranded in the Catacombs; mentioned by Lautrec as being vulnerable and possibly rich in humanity.
primordial crystal,,object,969,A sacred object that grants Seath immortality; located in the Crystal Forest within the Archives.
crystal forest,,location,970,The inner garden of the Archives where the Primordial Crystal resides.
house of thorolund,,organization,971,Noble lineage from which Reah descends. Associated with clerics and Undead missions involving miracles and kindling.
giant's coffin,,location,972,"A location within the Catacombs. Reah falls from it, indicating it’s a precarious or pivotal structure."
dragon school,,organization,973,Institution from Vinheim that taught sorcery; associated with Big Hat Logan.
lin,,unknown (possibly character),974,Mentioned by Siegmeyer in a moment of weakness and regret. Possibly a daughter or loved one.
tomb of the gravelord,,location,975,One of the possible places Solaire mentions while pondering his journey.
yulia,,creature or object,976,"Affectionately named by the Undeadman; unclear if she is a pet, weapon, or hallucination."
darkroot wood,,location,977,A forest area where Alvina leads a clan of hunters defending the grave of Artorias.
divine weapons,[],object,978,"Weapons that can be created using divine embers, likely imbued with holy properties."
black ember,[],object,979,"A mysterious ember unknown to Andre, which fascinates him. Implies unique forging properties."
raw weapons,,weapon,980,"Weapons with reduced stat scaling, ideal for early high base damage."
soul absorption boost,,mechanic,981,Mechanic that boosts the amount of souls absorbed from defeated enemies.
artorias's covenant,,covenant,982,"Covenant related to Artorias and his legacy, likely tied to Abyss traversal."
estus flask reinforcement,,mechanic,983,Mechanic related to upgrading Estus Flasks to restore more health.
message writing,,mechanic,984,Allows the player to leave messages for others as part of online interaction.
armored boar,,enemy,985,A heavily armored enemy encountered in Undead Parish.
fire weapons,,weapon,986,Weapons imbued with fire damage; effective against many enemies.
age_before_fire,,era,987,Refers to the primordial era before the First Flame and the Age of Fire.
eldest daughter of chaos,,character,988,The oldest daughter of the Witch of Izalith; associated with chaos.
triple bolts,,ammunition,989,Crossbow ammunition that fires three bolts at once.
prone to breaking,,attribute,990,An attribute indicating fragility of weapons or equipment.
wisdom and exploration,,theme,991,Represents knowledge-seeking and exploratory themes among characters.
the prophecy,,prophecy,992,Prophetic theme referring to the undead chosen to link the fire or not.
fire keeper killers,,mechanic,993,"Refers to players who kill Fire Keepers, affecting bonfire access."
bash tool,,tool,994,A weapon used for smashing rather than slashing or thrusting.
enchanted shields,,shield,995,Shields with magical enchantments offering enhanced stats or effects.
greatbow,,weapon,996,Large bow-type weapon used for powerful long-range attacks.
removed,,status,997,Indicates the absence or removal of something significant.
effective against shields,,attribute,998,Trait or damage type particularly potent against shielded foes.
darkmoon covenant,,covenant,999,"Covenant that serves Gwyndolin, associated with retribution."
iaijutsu,,combat_style,1000,Combat style based on fast unsheathing sword strikes.
low stability,,attribute,1001,Low stability makes shields less effective at absorbing hits.
blinding light,,spell,1002,"Bright spell or visual effect, often associated with divine power."
crystal light rings,,magical_item,1003,Magical item or effect producing glowing rings of crystal light.
toxin,,ailment,1004,A persistent damage-over-time ailment from poisonous environments.
undead church gargoyle,,enemy,1005,Enemy encountered in the Undead Church; guardian figure.
chaos and fire,,theme,1006,Thematic element combining chaos and fire; central to Izalith lore.
crossbow,,weapon,1007,Weapon that fires bolts; requires manual reloading.
female clerics,,faction,1008,Female members of clerical factions like Way of White.
hp per hit,,mechanic,1009,Restores HP incrementally with each hit on an enemy.
equip load,,attribute,1010,Determines the player’s mobility and rolling speed.
her father,,character,1011,"Refers to a lore-related NPC, possibly connected to a known female character."
lightning-imbued weapons,,weapon,1012,"Weapons infused with lightning damage, effective against armored enemies and dragons."
pyromancies,,magic,1013,Fire-based magical arts scaling with Flame upgrade level.
standard bronze,,material,1014,Generic metal material used in armor or weapon descriptions.
ringing of two bells,,event,1015,"Main objective to progress in the early game, unlocking Sen’s Fortress."
flame,,element,1016,"Elemental source of fire, central to pyromancy and chaos magic."
darkmoon authority,,organization,1017,Represents the power structure of the Darkmoon covenant.
legacy of izalith,,lore,1018,The chaotic aftermath of the Witch of Izalith’s failed flame creation.
undead knight,,enemy,1019,A class of enemies or a character that continues fighting despite undeath.
parry focused,,attribute,1020,Refers to shields or playstyles optimized for parrying.
gigantic greatswords,,weapon,1021,Large and heavy weapons known for high poise damage.
brass halberds infused with lightning,,weapon,1022,Likely unique enemy weapon combining halberd class and lightning damage.
anor londo cathedral,,location,1023,A major location housing Gwynevere and the boss Ornstein & Smough.
parrying,,mechanic,1024,Combat technique allowing counterattack after a well-timed block.
fear,,effect,1025,Emotion or effect possibly implied in enemy design or lore.
perpetuity,,concept,1026,Philosophical concept potentially tied to divine beings or cycles.
rolling behavior,,mechanic,1027,Tied to equip load; affects i-frames and travel distance during rolls.
eagle,,creature,1028,"A symbolic or creature reference, possibly linked to shields or heraldry."
anor londo sentinels,,enemy,1029,Large enemies guarding Anor Londo’s cathedral halls.
lower undead burg,,location,1030,Mid-game area connected to Depths; infested with thieves and dogs.
physical defense,,attribute,1031,Stat affecting damage reduction from physical attacks.
holy weapons,,weapon,1032,"Weapons with divine properties, effective against undead and skeletons."
create chaos weapon,,action,1033,Infusion path requiring a Chaos Ember and humanity scaling.
fire arts,,magic,1034,Umbrella term for pyromancies and fire-based effects.
servant,,role,1035,"Role or title, often referring to covenant followers like Chaos Servant."
red feather arrows,,ammunition,1036,"Special arrow type, possibly faster or with unique damage."
100% physical block,,attribute,1037,Trait of specific shields that fully block physical damage.
pvp exit,,mechanic,1038,Mechanic allowing escape or disconnection from PvP invasion.
divine protection,,effect,1039,Effect that may reduce incoming damage or resist curses.
axe,,weapon,1040,"A simple weapon type suited for strong, wide attacks."
mountain brigands,,enemy,1041,Bandits from mountainous regions known for aggression.
katana craftsmanship,,craftsmanship,1042,Craftsmanship style used to forge katanas.
healing mushroom,,item,1043,Consumable item used for healing effects.
reliable defense,,stat,1044,Trait or effect indicating strong protection.
faith-based factions,,faction,1045,Factions organized around faith-based doctrines.
balder knights,,enemy,1046,Knights associated with the ruined kingdom of Balder.
maiden,,npc,1047,"Young female figure, possibly a quest or lore NPC."
fire and chaos heritage,,heritage,1048,Heritage associated with fire and chaos origins.
ranged magic attack,,spell,1049,Magic projectile attack with long range.
linking the fire,,event,1050,The act of continuing the flame cycle in the Age of Fire.
egg-bearing undead,,enemy,1051,Undead enemies bearing parasitic egg sacs.
bare hands,,weapon,1052,"Basic, unarmed combat method."
non-physical damage,,damage_type,1053,Damage type that bypasses physical defenses.
stone guardians,,enemy,1054,Large enemies defending a forested path.
hollow soldiers,,enemy,1055,Standard undead enemies encountered in Lordran.
flexibility,,attribute,1056,Trait enabling adaptability in combat or equipment use.
lesser demons,,enemy,1057,Lower-class demonic creatures.
undead prince ricard,,npc,1058,Named undead character wielding a unique weapon.
polearm,,weapon,1059,Long-shafted weapon suited for thrusts or sweeps.
