id,NPC,Action,Dialog
270014,Patches,"Talk-1st time after choosing ""Yes"" to being a cleric in the Catacombs","What, you again? Well, well! Where have you been? Any tidings, hmm? Oh, you came at the perfect time. There's a fine stash of treasure right down that hole. I found it first, but...well, you're the cleric, right? I owe you for all that... praying and what not...look I'll give you first pick. Well, go on, have a look. It'll shimmer you blind. Heh heh heh..."
270015,Patches,"Talk-1st time after choosing ""No"" to being a cleric in the Catacombs","What, you again? Well, well! You've been a stranger. Ah, good to see you're well, mate. You've been a stranger. Ah it's good to see you're well, my darling. Oh right, you came at the perfect time. There's a fine stash of treasure right down that hole. I found it first, but... well, we're friends now. I'll split it with you! In any case, have a look, it'll shimmer you blind! Heh heh heh..."
270016,Patches,Talk-2nd time,"There, that hole. Take a closer look."
270017,Patches,Talk-3rd time,"What's your problem? Take a peep in the hole, and check out that treasure!"
270018,Patches,"After choosing ""Yes"" to being a cleric being kicked down","Heh heh, you got what you deserve! You damn clerics, you're worse than maggots! You must be loaded! I'll strip your corpse clean! Nyah hah hah hah!"
270019,Patches,"After choosing ""No"" to being a cleric being kicked down","Heh heh, this is what I do, my friend. The trinkets I'll be stripping off your corpse; that's the real treasure! Nyah hah hah hah!"
270020,Patches,"Talk-After returing from the hole after choosing ""Yes"" to being a cleric","Blimey, how did you... You weren't supposed to survive that... Well, no matter. I'll settle this once and for all. You lousy self-righteous cleric!"
270021,Patches,"Talk-1st time after returing from hole, after choosing ""No"" to being a cleric","...Oh, you, I... Well, let's just calm down. Talk about things... I did you wrong. But, I didn't mean it. These...temptations, they can, well, overcome me... You know what I mean? Don't you? Please forgive me. You and me, we're jolly Undead outcasts, aren't we?"
270022,Patches,"Choose ""No"" to the query","Oh, for heaven's sake, let's not mope about, eh? You're still alive, I've said I'm sorry! Wait, I know! Here, take this. It proves something, doesn't it? We're both Undead outcasts, what could be better? Heh heh heh..."
270023,Patches,"Choose ""Yes"" to the query","Oh, brilliant! A second chance! Wonderful! I had a feeling you'd understand, I did. But if I were in your shoes...Ooh! Who knows what I'd have done? But now...We're friends again, eh? Heh heh heh..."
270024,Patches,"Talk-2nd time after returing from hole, after choosing ""No"" to being a cleric","I did you wrong. But, I didn't mean it. These...temptations, they can overcome me... You know what I mean? Don't you? Please, forgive me."
270025,Patches,Upon being attacked-1st time,Oww!
270026,Patches,Upon being attacked-2nd time,What the devil!
270027,Patches,Upon being attacked-3rd time,"Please, no!"
270028,Patches,Upon being attacked & made hostile,"All right, all right, if that's the way it is! You silly little bastard! You impossible little wench! Well, I've had enough of you! You lousy good-for-nothing! Wallow in your spit! You filthy wench! You'll get what you deserve! Take your higher cause and stuff it, you lousy charlatan!"
270029,Patches,Upon killing the protagonist,"Phew...The righteous prevail, again... Hey, don't blame me, mate. Hey, don't blame me, me old darling."
270030,Patches,Upon dying,Curses...I'm finished... What did I ever...
270031,Patches,Talk-1st time,"Oh, we meet again. How many of you are there? You've come at the perfect time. I'm done with the looting. I'm a humble merchant now! And wondrous treasures, have I! At a special price for you. There you are, have a nice look at them. Oh relax, no more funny business out of me, my friend!"
270032,Patches,Talk-3rd time,"Oh, you again. Fancy that. You've come at the perfect time. Some new gems have come my way. I saved them specially, just for you, mate. I saved them specially, just for you, my darling."
270033,Patches,Talk-4th time,"Oh, there you are again. Welcome to Trusty Patches' Trove of Treasures. We chop prices, not limbs!"
270034,Patches,"Menu-Choose ""Talk"" after talking to Solaire","Here, have you met that sunbathing Solaire? Believe me on this one, bruv...He's a complete idiot. Believe me on this one, my love...He's a complete idiot. But he happens to be an awfully strong idiot. Just nod your head, and keep him on your side! Nyah hah hah hah!"
270035,Patches,"Menu-Choose ""Talk"" after talking to Lautrec","Oi, have you met Lautrec the Embraced? Believe me on this one, bruv...He's completely mad. Believe me on this one, my love...He's completely mad. He wouldn't think twice about cutting somebody down. So watch out for him, especially if you've humanity to spare."
270036,Patches,"Menu-Choose ""Talk"" after talking to Petrus","Oi, have you met Petrus, that self-proclaimed cleric? Believe me on this one, bruv...The man is scum. Believe me on this one, my love...The man is scum. Don't you be fooled by his claims to do good. They're all the same, those rotten clerics."
270037,Patches,"Menu-Choose ""Talk"" after talking to Shiva","Here, have you met that backwoods Shiva? Believe me on this one, bruv...The man is trouble. Believe me on this one, my love...The man is trouble. I can see it in his eyes. I just can. Hmph, No doubt about it. Watch him."
270038,Patches,"Menu-Choose ""Talk""","I'm done with the looting. I'm a humble merchant now! And wondrous treasures, have I! At a special price for you."
270039,Patches,"Menu-Choose ""Leave"" 1st time without purchasing something","What, nothing appeals to you? Well, you must have poor taste."
270040,Patches,"Menu-Choose ""Leave"" 2nd time without purchasing something","Come on, you can do better than that. Nobody likes a tightwad, you hear me?"
270041,Patches,"Menu-Choose ""Leave"" 1st time after purchasing something","Right? Good stuff, eh? Don't you forget who got it for you! Heh heh heh..."
270042,Patches,"Menu-Choose ""Leave"" 2nd time after purchasing something","How is it? Fine stuff, eh? Don't forget to thank me."
270043,Patches,Upon being attacked-1st time,What?! Oww!
270044,Patches,Upon being attacked-2nd time,Oi! Put an end to that!
270045,Patches,Upon being attacked-3rd time,Stop that!
270046,Patches,Upon being attacked & made hostile,"Curses, what's wrong with you! Well, if that's what it has to be! Why you..."
270047,Patches,Upon killing the protagonist,"What happened to you? Curses, you left me no choice..."
270048,Patches,Upon dying,Curses! How in the... What did I do? What...did...I...do?!
280001,Petrus,Talk-1st time,"Hello there. I believe we are not acquainted? I am Petrus of Thorolund. Have you business with us? ...If not, I'd prefer to keep a distance, if possible."
280002,Petrus,Talk-2nd time,"Hello there. I realize that I have requested that we retain our distance, But I also want you to know that it is not meant in ill-will. Here, take this. As a token of peace. No, go ahead. It's for you."
280003,Petrus,Talk-3rd time,"Oh, hello... Oh, I know. How about this... I have to await my companions here anyway, so, what if I were to teach you some miracles? Would that please you?"
280004,Petrus,"Choose ""No"" to the 1st query",That is a shame. But each to their own. Speak to me if you have a change of heart.
280005,Petrus,"After choosing ""No"" to either the 1st or 2nd query","Oh, hello. What is it? Have you changed your mind?"
280006,Petrus,"Choose ""Yes"" to the 1st query","Very well. Then first, a Covenant with the Gods."
280007,Petrus,"Choose ""Yes"" to the 2nd query, or already belongs to the Way of White","Now, let me share my Miracles. Only, their ultimate effectiveness will be determined by your efforts, and your faith."
280008,Petrus,Talk-1st time after joining or already belonging to the Way of White,"Oh, hello. I will teach you Miracles. A promise is a promise, after all."
280009,Petrus,Talk-2nd time after joining or already belonging to the Way of White,"Oh, hello. Miracles, I presume? Yes, I know."
280010,Petrus,"Menu-Choose ""Talk"" 1st time","My companions are M'lady and her young knights. She is young, but burdened by an Undead mission. We are her defences, to keep her from harm."
280011,Petrus,"Menu-Choose ""Talk"" 2nd time","An Undead mission? Regrettably, I cannot share that with you. But you are my pupil, perhaps if you show your faith..."
280012,Petrus,"Choose ""No"" to spending souls",I am afraid that may be difficult. For our missions are sacred.
280013,Petrus,"Choose ""Yes"" to spending souls","Very well. I can surely tell you, of all people... Undead clerics are given a mission to seek Kindling. Kindling is the art of feeding bonfires with humanity. Through Kindling, we shall one day be granted magnificent powers."
280014,Petrus,Talk-1st time after Rhea arrived in Firelink Shrine,"Oh, hello. My guests have finally arrived. I will be departing with them shortly. So, I'm afraid I will be saying good-bye soon. It was a pleasure."
280015,Petrus,Talk-2nd time after Rhea arrived in Firelink Shrine,"Oh, my... you again? Empathy, in excess, becomes a sin. But you already knew that...I should hope?"
280016,Petrus,Talk-3rd time after Rhea arrived in Firelink Shrine,"Oh, you yet again? We shall depart on our mission soon, for M'lady has made her final decision. So, I must say farewell, although with great regret. Vereor Nox"
280017,Petrus,"Menu-Choose ""Talk"" after meeting Rhea","Reah is the youngest daughter of the good house of Thorolund. Those young knights are her old schoolmates, But I'm not sure what to make of them... I'm afraid they may be a bad influence..."
280018,Petrus,Talk-1st time before saving Rhea,"Uh, oh, you again? Me? Er, I've become separated from M'lady. I've scoured near and far, but no sight of her... Where could she have gone? M'lady... To think I swore to protect you with my life..."
280019,Petrus,Talk-2nd time before saving Rhea,"Your Highness...where have you gone? I am entirely to blame for this... Oh woe is me. I am unworthy, deathly so..."
280020,Petrus,Talk-3rd time before saving Rhea,"...Ah, oh, you. Have you seen M'lady? Oh, blast, where might she be, and would she be safe..."
280021,Petrus,Talk-4th time before saving Rhea & resting at a Bonfire,"Oh, I'm sorry. Miracles, was it? ...Sometimes I lose myself; pay me no mind!"
280022,Petrus,Talk-3rd time killed Rhea in the Tomb of the Giants,"Are, are you sure?! Then M'lady... What terrifying news! What am I to do... All because of my shortcomings...it is my fault... Sob..."
280023,Petrus,Talk-4th time killed Rhea in the Tomb of the Giants,"Oh, I'm sorry. Miracles, was it? ...I'm distracted by grief; pay me no mind!"
280024,Petrus,"Talk-1st time after buying the tip from Lautrec, but before saving Rhea","Oh, hello there. Have you spoken with Sir Lautrec? Splendid. In the depths of the Catacombs, M'lady slipped off the giant's coffin and into a hole. Her two companions are no longer human; and the lass weeps in solitude. Right now, you could do as you please with her. The poor little purebred is entirely helpless. Keh heh heh heh..."
280025,Petrus,"Talk-2nd time after buying the tip from Lautrec, but before saving Rhea","In the depths of the Catacombs, M'lady slipped off the giant's coffin and into a hole. Her two companions are no longer human; and the lady weeps in solitude. Keh heh heh heh..."
280026,Petrus,Talk-After buying the tip from Lautrec & saving Rhea,"...Oh, it's you... ...You rescued M'lady? Well, a pity that is, for it will amount to nothing. For the little madam is not worth her salt without her family name. Keh heh heh heh..."
280027,Petrus,"Menu-Choose ""Leave""",Come again. The effectiveness of the teachings depend upon your faith.
280028,Petrus,Upon being attacked-1st time,Hrg!
280029,Petrus,Upon being attacked-2nd time,Ooh!
280030,Petrus,Upon being attacked-3rd time,Mrgm!
280031,Petrus,Upon being attacked-4th time,Ooph!
280032,Petrus,Upon being attacked & made hostile,By the Lords! You damn fool! Enough of you! Feel the wrath of the gods!
280033,Petrus,Upon dying,N...no...this can't be... It can't end like this...
280034,Petrus,"Upon being attacked-1st time, after buying the tip from Lautrec",Hrgkt!
280035,Petrus,"Upon being attacked-2nd time, after buying the tip from Lautrec",Ooph!
280036,Petrus,"Upon being attacked-3rd time, after buying the tip from Lautrec",Mnph!
280037,Petrus,"Upon being attacked-4th time, after buying the tip from Lautrec",Argh!
280038,Petrus,"Upon being attacked & made hostile, after buying the tip from Lautrec","What is it, fool? Driven to madness by emotion? So be it. You'll make a fine Hollow! You can waltz in the infernal depths together!"
280039,Petrus,"Upon killing the protagonist, after buying the tip from Lautrec","Fool...What were you thinking? Too bad for you, I'm a wolf in sheep's clothing. Best of luck as a Hollow! Gah hah hah hah hah!"
280040,Petrus,Upon dying after spending souls on the tip from Lautrec,Rrk! Why...how could I... What the...what did I do wrong...
290001,Priscilla,Talk-1st time,"Who art thou? One of us, thou art not. If thou hast misstepped into this world, plunge down from the plank, and hurry home. If thou seekest I, thine desires shall be requited not."
290002,Priscilla,Talk-2nd time,"Thou must returneth whence thou came. This land is peaceful, its inhabitants kind, but thou dost not belong. I beg of thee, plunge down from the plank, and hurry home."
290003,Priscilla,Upon being attacked & made hostile,I expected as much from thee. Why dost thee hurry toward thine death?
290004,Priscilla,Upon killing the protagonist,Why could thou not let us be? Didst thou not see why Ariamis created this world?
290005,Priscilla,Upon dying,"Ahh... But, why...What seeketh thee?"
310001,Quelana,Talk-1st time (after upgrading a Pyromancy Flame to +10),"Hmm...A mere Undead, yet you can see me? Fascinating... I am Quelana of Izalith. I am not often revealed to walkers of flesh. You have a gift. Are you, too, one who seeks my pyromancy? Like Salaman."
310002,Quelana,"Choose ""No"" to the 1st query","Hmm, very well. Then we are done. You have spoken. Now away with you."
310003,Quelana,"After choosing ""No"" to the 1st query",What? Considering my pyromancy?
310004,Quelana,"Choose ""Yes"" to the 1st query","Yes, of course. It should be expected. Very well. You shall be my pupil. But to pursue my pyromancy, you must give something up. Are you prepared to do this?"
310005,Quelana,"After choosing ""Yes"" to the 1st or 2nd query-1st time","Ah, there you are. I was expecting you. Let us begin."
310006,Quelana,"After choosing ""Yes"" to the 1st or 2nd query-2nd time","Ah, you again. I applaud your diligence, but what have you brought for me?"
310007,Quelana,"After choosing ""Yes"" to the 1st or 2nd query-3rd time","Ah, you again. I applaud your diligence."
310008,Quelana,"After choosing ""Yes"" to the 1st or 2nd query-4th time","Ah. It has been some time. Truth be told, I thought you had perished."
310009,Quelana,"Menu-Choose ""Talk"" 1st time","Long ago, I accepted another pupil, like yourself. Over two-hundred years ago, there was a man, almost as bungling as you... In your world he was called Salaman the Master Pyromancer. The little rascal really made something of himself."
310010,Quelana,"Menu-Choose ""Talk"" 2nd time","Pyromancy is the art of invoking and manipulating fire. But remember one thing. Always fear the flame, lest you be devoured by it, and lose yourself. I would hate to see that happen again..."
310011,Quelana,"Menu-Choose ""Talk"" 3rd time","The Witch of Izalith? ...Please, do not speak of her. ...I abandoned my mother and sisters and fled to this land. ...Now I roam these parts, feigning ablution, and pretending to seek answers."
310012,Quelana,"Menu-Choose ""Talk"" 4th time","...Hmm... I have a favour to ask... My mother, the Witch of Izalith, was one of the primeval Lords... Her power came from the soul that she found near the First Flame. ...She focused this power to light a flame of her own, but she failed to control it. The Flame of Chaos engulfed Mother and my sisters, and moulded them into deformed creatures. Only I escaped, and now I am here. But my mother and sisters have been in anguish since. I beseech you. Free Mother and my sisters from the Flame of Chaos. I cannot do it myself; I lack the strength, and the bravery... ...But you... I realize what I am asking. But please, free their poor souls... Mother's ambitions were misguided, no doubt, but surely a thousand years of atonement is enough!"
310013,Quelana,"Menu-Choose ""Leave"" without purchasing something 1st time","No luck, hmm... Well, young pupil, you must have patience. But do not keep me waiting much longer."
310014,Quelana,"Menu-Choose ""Leave"" without purchasing something 2nd time","No luck, hmm... Do not let it bother you."
310015,Quelana,"Menu-Choose ""Leave"" after purchasing something 1st time","Now, go. Whatever you do, do not crack and go Hollow. Lest my time spent on you be wasted."
310016,Quelana,"Menu-Choose ""Leave"" after purchasing something 2nd time","Now, go. Don't you dare let yourself go Hollow. Lest my time spent on you be wasted."
310017,Quelana,"Menu-Choose ""Leave"" with all pyromancies & Pyromancy Flame +5 ascended","Ah, very well. There is nothing left for me to teach you. Our time together is done. It was short, but sweet."
310018,Quelana,Talk-After purchasing all her pyromancies & Pyromancy Flame +5 ascended,Fool. Hurry along. I can do nothing more for you.
310019,Quelana,Talk-After defeating the Bed of Chaos,Outstanding...You have done very well. Thank you. I am blessed to have met you. I suppose I can call you fool no longer... I can hardly thank you enough. Please take this...It is all of me.
310020,Quelana,After leaving abruptly,Hm? What's the rush?
310021,Quelana,Talk-After leaving abruptly,What was that? You are a peculiar one.
310022,Quelana,Upon being attacked-1st time,What is it! Fool!
310023,Quelana,Upon being attacked-2nd time,Stop that!
310024,Quelana,Upon being attacked & made hostile,Hmm...The voice of reason fails? Then here is a lesson for you... That you can only learn once!
310025,Quelana,Upon dying,"Farewell, my mother, my sisters... What have you done..."
320001,Reah,Talk-1st time,"You are Undead, as well? Then we've no time to fraternize. I have my mission, and you no doubt have yours. We must not let this curse overcome us."
320002,Reah,Talk-2nd time,Did I not explain the urgency of our tasks? Who are you so uncouth as to lack such judgement? By the looks of you...I should think not.
320003,Reah,Talk-1st time,"You're no Hollow, are you? Thank goodness. Please be careful. There are two fierce Hollows not far from here. They were once brave knights...my former escorts. Who would let such strong spirits be Hollowed so? Heavens...Is there nothing...Nothing at all to be done?"
320004,Reah,Talk-After defeating both Hollowed Vince & Nico,"You banished those two Hollows, did you? It pains me to think of the trouble my failings have caused. I am certain that both Vince and Nico are grateful to you. Thank you so very much. Here, these belonged to them.  You deserve them more than I."
320005,Reah,Upon being attacked-1st time,Ow!
320006,Reah,Upon being attacked-2nd time,Horrors!
320007,Reah,Upon being attacked-3rd time,The nerve!
320008,Reah,Upon being attacked & made hostile,"Are you a heretic, or just plain Hollow? It matters not, for you shall not escape! You will offend the Gods no longer!"
320009,Reah,Upon killing the protagonist,O piteous soul... But...perhaps...this was a fate unyielding...
320010,Reah,Upon dying,Hrgkt! Eeg... Father...
320011,Reah,Talk-1st time,"Hello...I will never forget what you did. I am deeply indebted, for it was not within my power to save Vince or Nico. I cannot thank you enough. In case you have not heard, I am Reah of Thorolund. I only wish there were some way I could help you, but I am inexperienced, and I only know the art of Miracles. If that could be of any help, speak to me again."
320012,Reah,Talk-2nd time,"Would a Miracle be of any help to you? I would be most pleased if that were so. May we discuss Miracles, then?"
320013,Reah,Talk-3rd time,I am most pleased to find you in good health. I am ready. Let us speak of Miracles.
320014,Reah,Talk-4th time,"I was wondering when you might return. It is a great relief to see you. Now, let us speak of Miracles."
320015,Reah,Talk-5th time,"Oh! Please, forgive me. I was absorbed in prayer. The Miracles, I presume? I will be ready immediately."
320016,Reah,"Menu-Choose ""Talk""-1st time","Vince and Nico were fooled by a lout named Patches,  and turned into Hollows. My prayers did them no good. It is my ignorance, my frailty that has sealed their fates. Perhaps Petrus realized my weakness all along, and thus made the decision to abandon me. I can hardly blame him now."
320017,Reah,"Menu-Choose ""Talk""-2nd time","I do not warm easily to unfamiliar faces. The bonfire below is so very frequented, it makes it difficult... I have lost all those who were close to me."
320018,Reah,"Menu-Choose ""Leave""","Then, be safe. Farewell. Vereor Nox"
320019,Reah,Upon being attacked & made hostile,"Why on earth would you... Perhaps this is my punishment? Clearly, I am no threat to you. But please, I ask just one thing. If I do go Hollow, then finish me off. I beg of you."
320020,Reah,Upon dying,"Dear Vince, dear Nico... Forgive me..."
330001,Rickert,Talk-1st time,"Hrm? Well, this is unusual. You haven't lost your head. And more importantly, you're free. How on earth... ...Well, I shouldn't pry. I am Rickert of Vinheim. I was once an established smith, but look at me now. Can you believe it?"
330002,Rickert,Talk-2nd time,"Hm? What is it? Have you...Oh, no, don't worry. I've no intention of escape. It's safe here. I can't bear the thought of going Hollow out there. Although, I must admit, I've not much to occupy myself. How about this?  I could forge your weapons, albeit with rather minimal tools. I will show you what made me the best in Vinheim!"
330003,Rickert,Talk-3rd time,"Oh, hello. What weapons have you brought? Go on; show me."
330004,Rickert,Talk-4th time,"Oh, hello. I was beginning to wonder when you'd come. Have you materials? Go on, show me."
330005,Rickert,Talk-5th time,"Hm? What is it? Normally I wouldn't bother, but... I must admit, I've not much to occupy myself. How about this?  I could forge your weapons, albeit with rather minimal tools. I will show you what made me the best in Vinheim!"
330006,Rickert,"Menu-Choose ""Talk""","Hm? What is it? There's nothing to talk about. We're both cursed; Undead. But what's there, really, to moan about?"
330007,Rickert,"Menu-Choose ""Talk"" 1st time after freeing Griggs of Vinheim","Old Big Hat? Of course I've heard of him. Who hasn't in Vinheim? He was a royal member of Dragon School, until he turned Undead. I hear he was quite the character... Only, that was a hundred years ago. What interest have you in the old eccentric now?"
330008,Rickert,"Menu-Choose ""Talk"" 2nd time after freeing Griggs of Vinheim","Sorcery? Don't ask me how it actually works. We only fiddle and forge, until it works itself in. That's how we do it in Vinheim, at least. We prefer to leave the theorizing to those uppity scholars."
330009,Rickert,Talk-After obtaining the Large Magic Ember,"Hey, hang on... That's a sorcery ember...isn't it? Yes, it certainly is... The first I've seen since my banishment from Vinheim. What do you say, friend? Mind giving that to me? This is no-man's land. I'm the only one who could handle it anyway."
330010,Rickert,"Choose ""No"" to giving the Large Magic Ember","...Yes, I see. All right, fine. But I don't think you're really seeing things clearly."
330011,Rickert,"Choose ""Yes"" to giving the Large Magic Ember","Yes, as you should! I won't disappoint you. I'm taskless no longer!"
330012,Rickert,Talk-After obtaining the Enchanted Ember,"Hey, hang on... Is that...a sorcery ember? I've never seen one like that, not even back in Vinheim. What a brilliant flame! Please, friend, let me have that. I am begging you. I am a craftsman of Vinheim. I'd go Hollow before I pass up a flame like that!"
330013,Rickert,"Choose ""No"" to giving the Enchanted Ember","...Fine. ...Fine, I won't bother you. It was wonderful if only to gaze upon. It takes me back to old times."
330014,Rickert,"Choose ""Yes"" to giving the Enchanted Ember","Oh, really! You are wonderful! I will forge a Rickert masterpiece, just for you! A weapon to make a legend out of you..."
330015,Rickert,Talk-While holding an ember he cannot handle,"Hey, hang on... Is that an ember? Oh, no, I'm sorry. We of Vinheim don't deal in shoddy embers like that. Perhaps you should try an old smith out in the country."
330016,Rickert,After leaving abruptly,Hm? What's happened?
330017,Rickert,Talk-After leaving abruptly,"What was that about? Ahh, it doesn't matter."
330018,Rickert,"Choose ""Leave"" without forging or reinforcement",Come back soon. Smithing helps soothe my nerves. Don't let me wither away out of idleness!
330019,Rickert,"Choose ""Leave"" after forging or reinforcement","Good-bye, then. Keep your head on, out there. You really help break the monotony."
330020,Rickert,Upon being attacked,What's got into you!
330021,Rickert,Upon being attacked & made hostile,"Damn, you've gone Hollow, have you? Forget about it! I have nothing more to say. Be gone! Oh, go away! There's nothing here for you. Nothing at all."
330022,Rickert,Upon dying,No...impossible... Why didn't I see? ...You've gone Hollow...
340001,Shiva,Talk-1st time after joining the Forest Hunter Covenant,"I've heard all about you. I'm Shiva of the East, captain of the brigade. Let's teach you the clan basics now, as there is no time to chat in the midst of fighting. Except there's little in the form of rules, you hear? Fight and hunt as you like. Whoever's fastest gets the prey. That's the way we do it. Only...Don't forget what Alvina said. Traitors aren't given a second chance, for any reason. That's about it, then. Don't worry, it's a good old time, isn't it? Great to have you with us. Good hunting to you."
340002,Shiva,Talk-2nd time,"Don't worry, now. You'll be called in soon enough. Hunters with patience score the best kills."
340003,Shiva,Talk-After speaking to his Shinobi bodyguard,"Ah, did you notice that one? Sharp eyes! He's one of the clan. From the East, like myself. Always slinking in the shadows, but he's a tough one. You'll see what I mean. Hah hah hah hah!"
340004,Shiva,Talk-1st time,"Hello again. Strange to meet away from the clan and the forest. But while you're here, how about some equipment? I love collecting these things, but I can only keep so many. And, you know, you are a friend. I'll sell them cheap."
340005,Shiva,Talk-2nd time,"We meet again. I have the equipment, if you have the need."
340006,Shiva,Talk-3rd time,"Well, there you are again. I've culled my best picks from my last summoning. Have a look, will you?"
340007,Shiva,"Menu-Choose ""Leave"" 1st time after purchasing some thing",I see you have a sharp eye for trinkets. Suits me fine. I'll be seeing you.
340008,Shiva,"Menu-Choose ""Leave"" 2nd time after purchasing some thing",Right then. I'll see you in the forest.
340009,Shiva,"Menu-Choose ""Leave"" 3rd time after purchasing some thing",Right then. I'll be seeing you.
340010,Shiva,Upon being attacked-1st time,Hrg!
340011,Shiva,Upon being attacked-2nd time,Mnph!
340012,Shiva,Upon being attacked-3rd time,"Why, you dirty...!"
340013,Shiva,Upon being attacked-4th time,Have you lost it?
340014,Shiva,"Upon being attacked & made hostile, right after joining the Forest Hunter","Turning on us from the very start? Have a look at my sword, for it's the last thing you'll see!"
340015,Shiva,Upon being attacked & made hostile,"You have some guts, to turn on us! Have a look at my sword, for it's the last thing you'll see!"
340016,Shiva,Upon killing the protagonist,You sick Hollow... Don't you ever come round again.
340017,Shiva,After reducing his health to 30% or lower,Hiyaah! Haaah! Hiiyah!
340018,Shiva,Upon dying,You poor fool... You won't be able to run far enough...
350001,Sieglinde,Talk-1st time after defeating the Amber Crystal Golem imprisoning her,"It was you who rescued me? Why, thank you. I am Sieglinde of Catarina. I don't know how I ended up in that crystal... It wasn't terrible in there, but I could hardly move. I must think of some way to repay you."
350002,Sieglinde,Talk-2nd time after defeating the Amber Crystal Golem imprisoning her,"Oh! Have you seen my father? You wouldn't miss him. A suit of armour, just like mine?"
350003,Sieglinde,"Choose ""No"" to the query","Yes, I see...But if you should happen to bump into him, tell him that Sieglinde is on her way, and that he ought to just stay put. And again, thank you kindly."
350004,Sieglinde,"Choose ""Yes"" to the query","Thank goodness! I knew he was here somewhere. Well then, now I must find him. Thanks again, truly. Now if he'll just stay put, and keep out of trouble."
350005,Sieglinde,Talk-1st time,"Oh, hello again. We're both managing quite well, aren't we? But I haven't found my father yet. Have you seen him?"
350006,Sieglinde,"Choose ""No"" to the query","Yes, I see. Well, I had to ask. I will continue searching a bit longer. Thank you so much."
350007,Sieglinde,"Choose ""Yes"" to the query",Really! Then I must be off. I'm sorry he's caused you trouble... He has a knack for that. If he'd just stay put...
350008,Sieglinde,Talk-1st time after helping Siegmeyer defeat & survive the 4 Chaos Eaters,"Well, hello again! I have finally located my father. All of your help was invaluable to us... Thank you so much. I was finally able to pass on my mother's last words."
350009,Sieglinde,Talk-2nd time after helping Siegmeyer defeat & survive the 4 Chaos Eaters,"My father? He went on his final adventure. Don't worry, that's just the way he is. Undead or no. Sort of reassuring, really. If he goes Hollow, I'll just have to kill him again."
350010,Sieglinde,Talk-1st time,"My father...all Hollow now... has been subdued. He will cause no more trouble. It's finally over...I will return to Catarina. You assisted us both greatly. I can hardly return the favour, but please accept this. It's of no use to me now."
350011,Sieglinde,Talk-2nd time,"Oh, father...dear father... Sob..."
350012,Sieglinde,Upon being attacked-1st time,What in the...!
350013,Sieglinde,Upon being attacked-2nd time,What the devil?!
350014,Sieglinde,Upon being attacked & made hostile,"Yes, now I see. You are one of the bad ones. Then, there's only one thing to do with you."
350015,Sieglinde,Upon killing the protagonist,Rest assured. I will kill you as many times as it takes.
350016,Sieglinde,Upon dying,"Oh, how can this be...! ...dear Father..."
360001,Siegmeyer,Talk-1st time,Mmm... Hrmmmmm...
360002,Siegmeyer,Talk-2nd time,"Mmm...mmm... Mm! Oh-hoh! Forgive me. I was absorbed in thought. I am Siegmeyer of Catarina. Quite honestly, I have run flat up against a wall. Or, a gate, I should say. The thing just won't budge. No matter how long I wait. And, oh, have I waited! So, here I sit, in quite a pickle. Weighing my options, so to speak! Hah hah hah hah!"
360003,Siegmeyer,Talk-3rd time,Still closed... Still closed... Mmm...
360004,Siegmeyer,Talk-1st time,"Mmm...mmm... Mm! Oh-hoh! Ahh, where did you come from? Splendid news, I tell you. Hah hah hah hah!"
360005,Siegmeyer,Talk-2nd time,"Mn, mmm...Ah, so you see my plight? Yes, indeed, I have run up against a wall. ...Or, a ball, to be precise. ...I'm afraid I'm a bit too plump to be outrunning those things. So, here I sit, in quite a pickle. But who knows? Perhaps we'll have another development? Hah hah hah hah!"
360006,Siegmeyer,Talk-3rd time,"Perhaps I could try some rolling... ...Bah, no chance. My head would spin. Mmm..."
360007,Siegmeyer,Talk-1st time,Mmm... Hrmmmmm... Whatever can be done?
360008,Siegmeyer,Talk-2nd time,"Ah, you again! Let me guess. Were you repelled by the Silver Knights? Aww, don't be ashamed. 'Tis the fate of vanguards like you and I. I'll think of something. We can overcome this, together!"
360009,Siegmeyer,Talk-3rd time,"This is quite a fix... We'll need another three, no, maybe five bodies... Hmm...quite a fix indeed..."
360010,Siegmeyer,Talk-After defeating the Silver Knights in the adjacent room,"Mmm...mmm... Mm! Oh-hoh! What's on your mind, friend? Wait!...You defeated those monsters?! Fantastic...I am saved. This knight of Catarina hereby commends you! Take this, as a token of my gratitude. But be warned, gallantry entails great risks. Next time, give me a chance to come up with a plan."
360011,Siegmeyer,Talk-1st time,"Well! Fancy meeting you here. You did much for me up above. I am grateful. You know, I was thinking... The gates at the old fortress... Was that your doing?"
360012,Siegmeyer,"Choose ""No"" to the query","Is that so? Hmm, no matter. Stranger things have happened. Sometimes one only has to give it some time."
360013,Siegmeyer,"Choose ""Yes"" to the query","Yes! I knew it! It seemed like an unlikely coincidence. Well, am I fortunate! This knight of Catarina thanks you sincerely. Please take this, as a token of my gratitude."
360014,Siegmeyer,Talk-2nd time,There you are. I'll be heading down below shortly. There's nothing worthwhile up above. No worries! Adventuring is my life; I'm prepared for the worst. Hah hah hah hah!
360015,Siegmeyer,Talk-1st time,Sng...sng... Zzzzzz...
360016,Siegmeyer,Talk-2nd time,"Mm! Oh-hoh! Excuse me. I was so absorbed in thought, I just drifted away. You see, I'm actually in a bit of a fix. I've made it this far, but I'm short on antitode moss for the trip back. By my knighthood, I am ashamed to ask... But can you spare a few scraps of moss?"
